Z,T,chi,N2,AR,O,O2,H,OH,H2,HO2,H2O2,CH,CO,CH2,HCO,CH2(S),CH3,CH2O,CH4,CO2,CH2OH,CH3O,CH3OH,C2H,C2H2,HCCO,C2H3,CH2CO,C2H4,C2H5,C2H6,H2O,C,HCCOH,N,NO,N2O,NO2,NH,HNO,NH2,NNH,CN,NCO,HCN,HOCN,HNCO,H2CN,HCNN,HCNO,NH3,CH2CHO,CH3CHO,C3H8,C3H7
0.000000e+00,2.940000e+02,0.000000e+00,7.671179e-01,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
7.672631e-03,3.530224e+02,4.687773e-04,7.661883e-01,1.581535e-25,3.270577e-12,2.278060e-01,2.247539e-18,6.445253e-09,4.602358e-11,1.880121e-12,1.126381e-08,1.000000e-60,1.016082e-08,3.948463e-33,9.697832e-28,4.535787e-34,9.725015e-29,5.286835e-28,3.277569e-29,3.291459e-03,4.552889e-35,1.978615e-32,6.261098e-27,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.694797e-03,1.281203e-34,3.584570e-29,8.535222e-27,1.890092e-05,6.690130e-09,5.296386e-07,1.310501e-22,5.631317e-15,2.308699e-17,5.950942e-26,3.479952e-35,4.897932e-24,1.775026e-19,5.271127e-18,1.207666e-16,5.695506e-28,2.469482e-36,8.081872e-22,2.647797e-16,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
1.532641e-02,4.112120e+02,1.562420e-03,7.652609e-01,3.159185e-25,1.369244e-11,2.227424e-01,2.150216e-17,1.641791e-08,9.198342e-11,5.945742e-12,2.124612e-08,1.028943e-33,2.035184e-08,3.568529e-34,1.787378e-26,3.698048e-35,6.422527e-30,9.849160e-28,6.551144e-29,6.574833e-03,1.000000e-60,9.472485e-32,9.825748e-27,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,5.382973e-03,2.989022e-34,7.160334e-29,4.211796e-26,3.775730e-05,1.336383e-08,1.055071e-06,5.298495e-22,1.142727e-14,4.525384e-17,2.326034e-24,3.173562e-33,3.634574e-23,3.545692e-19,1.052931e-17,2.412527e-16,1.067131e-27,7.113370e-34,1.614389e-21,5.325232e-16,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
2.294000e-02,4.683448e+02,3.103095e-03,7.643385e-01,4.728551e-25,4.131247e-11,2.177053e-01,1.084410e-16,3.074044e-08,1.378629e-10,1.426360e-11,3.008746e-08,1.524142e-35,3.057713e-08,2.784851e-34,1.293351e-25,8.946616e-36,4.070829e-30,2.015258e-27,9.820948e-29,9.840965e-03,7.831646e-34,2.719747e-31,1.440690e-26,3.669420e-33,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,8.057030e-03,3.230333e-35,1.071732e-28,1.114502e-25,5.651730e-05,2.000248e-08,1.573679e-06,1.258550e-21,1.563204e-14,6.431073e-17,3.283311e-23,7.493203e-32,1.586650e-22,5.307060e-19,1.575987e-17,3.611603e-16,1.307229e-27,1.458446e-35,2.416357e-21,8.060079e-16,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
3.050038e-02,5.242740e+02,5.002326e-03,7.634225e-01,6.286946e-25,1.064108e-10,2.127035e-01,4.167134e-16,5.044150e-08,1.838217e-10,3.136807e-11,3.799197e-08,1.000000e-60,4.085859e-08,1.782141e-32,6.337874e-25,7.090310e-33,8.898044e-28,2.789397e-27,1.310058e-28,1.308427e-02,1.000000e-60,6.657250e-31,2.222265e-26,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.071239e-02,1.000000e-60,1.424947e-28,2.475843e-25,7.514971e-05,2.659472e-08,2.083266e-06,2.333589e-21,1.879035e-14,7.749086e-17,2.754587e-22,8.364252e-31,5.198196e-22,7.056120e-19,2.095388e-17,4.803678e-16,1.065592e-27,1.000000e-60,3.212720e-21,1.088963e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
3.800612e-02,5.789539e+02,7.174603e-03,7.625131e-01,7.834081e-25,2.486787e-10,2.077378e-01,1.388219e-15,7.704210e-08,2.302875e-10,6.597636e-11,4.514916e-08,1.000000e-60,5.124257e-08,6.406744e-32,2.532695e-24,8.312733e-33,1.028336e-27,7.367247e-27,1.639330e-28,1.630413e-02,1.000000e-60,9.368948e-31,2.240441e-26,7.665280e-34,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.334857e-02,4.325502e-33,1.775622e-28,1.061321e-24,9.365205e-05,3.313933e-08,2.582145e-06,3.702645e-21,2.393634e-14,8.283893e-17,1.689063e-21,5.776920e-30,1.416188e-21,8.792555e-19,2.611035e-17,5.990078e-16,5.755195e-28,1.696088e-34,4.003328e-21,1.384588e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
4.546009e-02,6.323848e+02,9.603755e-03,7.616100e-01,9.370544e-25,5.434976e-10,2.028063e-01,4.266545e-15,1.129096e-07,2.780160e-10,1.335087e-10,5.168678e-08,8.618257e-36,6.179442e-08,1.419409e-33,9.009767e-24,1.075582e-32,8.078289e-28,1.194241e-25,1.966669e-28,1.950179e-02,8.363032e-32,8.859359e-31,1.667747e-26,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.596655e-02,5.492496e-33,2.123945e-28,9.419168e-24,1.120328e-04,3.963879e-08,3.068410e-06,5.366922e-21,3.486879e-14,8.081864e-17,8.459172e-21,2.874186e-29,3.399771e-21,1.051707e-18,3.123125e-17,7.173891e-16,3.116122e-28,1.000000e-60,4.788483e-21,1.693442e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
5.286511e-02,6.845805e+02,1.220879e-02,7.607128e-01,1.089692e-24,1.123692e-09,1.979073e-01,1.244098e-14,1.616945e-07,3.282072e-10,2.602246e-10,5.764167e-08,8.555948e-35,7.259669e-08,6.286084e-32,2.974185e-23,9.025746e-36,9.029986e-30,2.562118e-25,2.284630e-28,2.267844e-02,1.884125e-31,3.898110e-31,6.342298e-27,7.835830e-32,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.856734e-02,8.279459e-33,2.470237e-28,7.555109e-23,1.303006e-04,4.609555e-08,3.539425e-06,7.686159e-21,5.718251e-14,7.455728e-17,3.674359e-20,1.132954e-28,7.459047e-21,1.223041e-18,3.631853e-17,8.359766e-16,2.187241e-28,3.121235e-34,5.568482e-21,2.012929e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
6.022357e-02,7.355654e+02,1.499410e-02,7.598212e-01,1.241369e-24,2.195956e-09,1.930390e-01,3.461590e-14,2.291168e-07,3.827512e-10,4.902582e-10,6.291409e-08,1.905019e-33,8.375786e-08,1.675810e-31,9.237362e-23,4.174481e-34,1.922509e-29,4.579962e-25,2.694308e-28,2.583513e-02,3.312855e-32,1.140856e-31,1.726684e-27,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.115176e-02,3.181958e-33,2.815185e-28,4.802453e-22,1.484641e-04,5.251160e-08,3.991401e-06,1.188985e-20,1.008651e-13,6.796587e-17,1.422930e-19,3.772182e-28,1.533250e-20,1.393341e-18,4.137383e-17,9.554616e-16,1.867093e-28,8.055749e-36,6.343578e-21,2.339476e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
6.753817e-02,7.853793e+02,1.792422e-02,7.589350e-01,1.392143e-24,4.024833e-09,1.881998e-01,9.105509e-14,3.239201e-07,4.446188e-10,8.955465e-10,6.719507e-08,2.409692e-33,9.542459e-08,1.000000e-60,2.688953e-22,1.000000e-60,1.000000e-60,8.738213e-25,3.231118e-28,2.897299e-02,5.896114e-33,1.218894e-32,1.748211e-28,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.372077e-02,1.165266e-32,3.160362e-28,2.553738e-21,1.665334e-04,5.888904e-08,4.419084e-06,2.096051e-20,1.833642e-13,6.365629e-17,4.943126e-19,1.108974e-27,3.002368e-20,1.562725e-18,4.639900e-17,1.076880e-15,1.799846e-28,5.426720e-34,7.114057e-21,2.671073e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
