Z,T,chi,N2,AR,O,O2,H,OH,H2,HO2,H2O2,CH,CO,CH2,HCO,CH2(S),CH3,CH2O,CH4,CO2,CH2OH,CH3O,CH3OH,C2H,C2H2,HCCO,C2H3,CH2CO,C2H4,C2H5,C2H6,H2O,C,HCCOH,N,NO,N2O,NO2,NH,HNO,NH2,NNH,CN,NCO,HCN,HOCN,HNCO,H2CN,HCNN,HCNO,NH3,CH2CHO,CH3CHO,C3H8,C3H7
0.000000e+00,2.940000e+02,0.000000e+00,7.671179e-01,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
1.402218e-02,4.013506e+02,8.106401e-02,7.654309e-01,2.251620e-27,1.453760e-08,2.236257e-01,3.244768e-13,3.671743e-07,5.221386e-08,3.313587e-08,2.814503e-07,1.116965e-32,1.263461e-05,1.414922e-31,1.686875e-19,6.992267e-33,2.978127e-26,1.329667e-18,2.589278e-23,5.995510e-03,3.454029e-30,4.196176e-27,1.570232e-23,1.131106e-30,1.518682e-25,9.363245e-31,3.712601e-37,5.541828e-25,2.628426e-31,4.227891e-39,2.271051e-35,4.924096e-03,1.000000e-60,4.825952e-24,2.786685e-20,8.153441e-06,6.128892e-08,2.230889e-06,5.388669e-18,1.115189e-11,7.936290e-16,2.849033e-20,1.059238e-26,7.378448e-18,8.129575e-14,9.684451e-15,3.506383e-13,2.978405e-19,5.562742e-33,4.461447e-16,7.301036e-15,2.783730e-32,4.470163e-33,7.276316e-52,1.118796e-49
2.761651e-02,5.030325e+02,2.563441e-01,7.637953e-01,4.434539e-27,5.351577e-08,2.146517e-01,3.830133e-12,9.234905e-07,1.029480e-07,1.168946e-07,4.932505e-07,3.399135e-31,2.495905e-05,1.249110e-29,3.621550e-18,6.244078e-31,2.299062e-25,3.439383e-18,5.106133e-23,1.180797e-02,5.737714e-29,2.796654e-26,3.186155e-23,2.062846e-30,2.973138e-25,6.685907e-30,1.459703e-35,1.121475e-24,5.192022e-31,8.592644e-39,1.824709e-35,9.697860e-03,1.000000e-60,9.504719e-24,2.867774e-19,1.617754e-05,1.207078e-07,4.210597e-06,8.835831e-17,2.468387e-11,1.643939e-15,1.923137e-18,1.951993e-24,7.332169e-17,1.601112e-13,1.907342e-14,6.906750e-13,5.253248e-19,2.379934e-31,8.786774e-16,1.451368e-14,4.251658e-31,1.173477e-32,1.278115e-51,1.907991e-49
4.037605e-02,5.960157e+02,4.791065e-01,7.622602e-01,6.483409e-27,1.326977e-07,2.062287e-01,2.038714e-11,1.697195e-06,1.509922e-07,2.713508e-07,6.565350e-07,1.000000e-60,3.664013e-05,5.704767e-29,2.623430e-17,4.712798e-30,7.956547e-25,6.820393e-18,7.491695e-23,1.726332e-02,3.837779e-28,8.601175e-26,4.792201e-23,4.424192e-32,4.337692e-25,2.358160e-29,1.497148e-34,1.711285e-24,7.639105e-31,1.933963e-38,1.350755e-35,1.417834e-02,2.389425e-33,1.389650e-23,1.178197e-18,2.386289e-05,1.764779e-07,5.832632e-06,4.667821e-16,3.935073e-11,2.509506e-15,2.928814e-17,4.825846e-23,3.386126e-16,2.340883e-13,2.788587e-14,1.010209e-12,5.511003e-19,1.000000e-60,1.284655e-15,2.155926e-14,2.422761e-30,2.245130e-32,1.625139e-51,2.764630e-49
5.216525e-02,6.796436e+02,7.226458e-01,7.608418e-01,8.376468e-27,2.701716e-07,1.984462e-01,7.426570e-11,2.749804e-06,1.963652e-07,5.083219e-07,7.853409e-07,1.000000e-60,4.758080e-05,1.995882e-28,1.167046e-16,1.402011e-29,1.603660e-24,1.215376e-17,9.747825e-23,2.230357e-02,2.324552e-27,1.807662e-25,6.379187e-23,4.801175e-30,5.621047e-25,6.200467e-29,8.009614e-34,2.341619e-24,9.984698e-31,4.672672e-38,9.855354e-36,1.831788e-02,1.000000e-60,1.795531e-23,3.393065e-18,3.114126e-05,2.280067e-07,7.059213e-06,1.468931e-15,5.637499e-11,3.357387e-15,2.118284e-16,4.418688e-22,1.014340e-15,3.024466e-13,3.602839e-14,1.306333e-12,3.712016e-19,3.257634e-32,1.659782e-15,2.849366e-14,8.775432e-30,3.740074e-32,1.725223e-51,3.138671e-49
6.315207e-02,7.555475e+02,9.776453e-01,7.595200e-01,1.014068e-26,4.910054e-07,1.911932e-01,2.181078e-10,4.204590e-06,2.404595e-07,8.323706e-07,8.886532e-07,5.814439e-31,5.796178e-05,1.123744e-27,3.975755e-16,3.183896e-29,2.551514e-24,2.048255e-17,1.194459e-22,2.700048e-02,1.126258e-26,3.041139e-25,8.043799e-23,1.000000e-60,6.842266e-25,1.414152e-28,2.964345e-33,3.045878e-24,1.231952e-30,2.067098e-37,7.090364e-36,2.217540e-02,3.524485e-32,2.174036e-23,8.627508e-18,3.811841e-05,2.760277e-07,7.904646e-06,3.617836e-15,7.981175e-11,4.195126e-15,1.007253e-15,2.355511e-21,2.317057e-15,3.661749e-13,4.361753e-14,1.583924e-12,2.089489e-19,8.941639e-32,2.009446e-15,3.552094e-14,2.453055e-29,5.784846e-32,1.562098e-51,2.223329e-49
7.359431e-02,8.258889e+02,1.236427e+00,7.582637e-01,1.181745e-26,8.342551e-07,1.842994e-01,5.593575e-10,6.274579e-06,2.854093e-07,1.240246e-06,9.702985e-07,3.422607e-30,6.806244e-05,8.296712e-27,1.150693e-15,7.973824e-29,3.980316e-24,3.339081e-17,1.418996e-22,3.146422e-02,4.606115e-26,4.634472e-25,9.971470e-23,5.498181e-32,8.091648e-25,3.037818e-28,8.923181e-33,3.874677e-24,1.478429e-30,1.409018e-36,4.819329e-36,2.584130e-02,1.610737e-32,2.534333e-23,2.123060e-17,4.495726e-05,3.216657e-07,8.389970e-06,7.809623e-15,1.142495e-10,5.069897e-15,3.706009e-15,9.200905e-21,4.433289e-15,4.268023e-13,5.083283e-14,1.850368e-12,1.374053e-19,2.869224e-31,2.341944e-15,4.291027e-14,5.662402e-29,8.560557e-32,1.228693e-51,7.677118e-50
8.370611e-02,8.923972e+02,1.503052e+00,7.570471e-01,1.344116e-26,1.361071e-06,1.776235e-01,1.302021e-09,9.302240e-06,3.339267e-07,1.716230e-06,1.028537e-06,1.584655e-30,7.815192e-05,5.211811e-26,2.975353e-15,2.497554e-28,6.529149e-24,5.312638e-17,1.662372e-22,3.578622e-02,1.659969e-25,6.906929e-25,1.243685e-22,5.321898e-32,9.464352e-25,6.579623e-28,2.341266e-32,4.902869e-24,1.757225e-30,3.835538e-36,3.246462e-36,2.939060e-02,1.000000e-60,2.884423e-23,5.212238e-17,5.179755e-05,3.658511e-07,8.525908e-06,1.539572e-14,1.636886e-10,6.064483e-15,1.145910e-14,2.975606e-20,7.522706e-15,4.856435e-13,5.782590e-14,2.112334e-12,1.099769e-19,2.152006e-31,2.664290e-15,5.096403e-14,1.068367e-28,1.225994e-31,8.906459e-52,2.532727e-50
9.364032e-02,9.562966e+02,1.776871e+00,7.558520e-01,1.503635e-26,2.161911e-06,1.710641e-01,2.800928e-09,1.380752e-05,3.897401e-07,2.227863e-06,1.055989e-06,8.318208e-31,8.848628e-05,2.647862e-25,7.042575e-15,1.053853e-27,1.160173e-23,8.252120e-17,1.944516e-22,4.003165e-02,5.363838e-25,1.033586e-24,1.587660e-22,3.422010e-30,1.102031e-24,1.565334e-27,5.532124e-32,6.245594e-24,2.097006e-30,8.396896e-36,2.110098e-36,3.287667e-02,2.361540e-32,3.230879e-23,1.287076e-16,5.873704e-05,4.092388e-07,8.323154e-06,2.821153e-14,2.309378e-10,7.302653e-15,3.107575e-14,8.517658e-20,1.173673e-14,5.437310e-13,6.471114e-14,2.375471e-12,9.880079e-20,1.302220e-31,2.981744e-15,6.005494e-14,1.607746e-28,1.700243e-31,6.079605e-52,9.950186e-51
1.035007e-01,1.018437e+03,2.057662e+00,7.546656e-01,1.661969e-26,3.363286e-06,1.645526e-01,5.630671e-09,2.054575e-05,4.584572e-07,2.729402e-06,1.040636e-06,9.952029e-30,9.934188e-05,1.119241e-24,1.548609e-14,4.848638e-27,2.265558e-23,1.248129e-16,2.297241e-22,4.424460e-02,1.566788e-24,1.554328e-24,2.101363e-22,4.199619e-29,1.287304e-24,4.390277e-27,1.231979e-31,8.088961e-24,2.544059e-30,1.625374e-35,1.316075e-36,3.633554e-02,2.618012e-30,3.579936e-23,3.212163e-16,6.583078e-05,4.522532e-07,7.806359e-06,4.880201e-14,3.172181e-10,8.965621e-15,7.584829e-14,2.239288e-19,1.725587e-14,6.019513e-13,7.157946e-14,2.644948e-12,9.478853e-20,4.458031e-31,3.298363e-15,7.071669e-14,1.997800e-28,2.288114e-31,3.940358e-52,4.913553e-51
