Z,T,chi,N2,AR,O,O2,H,OH,H2,HO2,H2O2,CH,CO,CH2,HCO,CH2(S),CH3,CH2O,CH4,CO2,CH2OH,CH3O,CH3OH,C2H,C2H2,HCCO,C2H3,CH2CO,C2H4,C2H5,C2H6,H2O,C,HCCOH,N,NO,N2O,NO2,NH,HNO,NH2,NNH,CN,NCO,HCN,HOCN,HNCO,H2CN,HCNN,HCNO,NH3,CH2CHO,CH3CHO,C3H8,C3H7
0.000000e+00,2.940000e+02,0.000000e+00,7.671179e-01,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
1.325171e-02,3.955780e+02,1.574636e-02,7.655220e-01,3.879054e-23,1.625613e-09,2.241264e-01,9.877184e-15,1.227081e-07,4.011959e-09,1.359673e-09,1.249270e-07,1.049558e-33,1.079976e-06,7.436484e-32,4.407430e-22,3.299282e-33,8.388924e-29,8.494110e-22,1.187363e-26,5.683144e-03,8.546282e-31,4.172505e-31,5.675413e-27,3.169856e-31,1.659155e-27,6.560061e-36,3.031185e-39,6.028434e-29,1.000000e-60,1.000000e-60,1.000000e-60,4.654143e-03,2.800870e-33,3.452490e-26,9.188576e-23,1.137860e-05,3.772508e-08,1.481199e-06,6.619208e-20,1.053255e-12,2.683327e-16,7.636516e-22,2.983245e-30,4.983336e-20,8.904536e-17,1.059271e-16,1.645813e-14,3.885618e-23,1.000000e-60,1.215422e-18,2.283515e-15,8.101474e-37,1.000000e-60,1.000000e-60,1.000000e-60
2.650343e-02,4.949374e+02,5.124254e-02,7.639262e-01,7.758107e-23,7.436744e-09,2.153707e-01,1.414197e-13,3.314494e-07,8.036992e-09,5.503400e-09,2.195507e-07,1.000000e-60,2.170267e-06,1.000000e-60,1.170556e-20,1.022446e-32,5.127079e-27,2.543719e-21,2.379660e-26,1.136627e-02,1.233734e-30,1.848313e-30,8.707030e-27,5.522453e-31,2.800531e-27,1.595587e-34,6.211270e-39,1.239660e-28,1.000000e-60,1.000000e-60,1.000000e-60,9.308255e-03,1.000000e-60,6.904988e-26,8.610682e-22,2.279910e-05,7.545016e-08,2.898152e-06,7.562133e-19,2.343250e-12,5.457415e-16,6.352387e-20,6.172229e-28,5.675912e-19,1.780908e-16,2.118543e-16,3.292310e-14,6.748742e-23,1.456971e-33,2.430845e-18,4.632486e-15,2.750607e-36,1.000000e-60,1.000000e-60,1.000000e-60
3.975514e-02,5.917560e+02,1.002183e-01,7.623304e-01,1.163716e-22,2.238613e-08,2.066150e-01,9.545642e-13,6.534679e-07,1.212046e-08,1.593202e-08,2.928532e-07,5.494587e-33,3.278966e-06,1.244377e-30,1.102825e-19,2.296855e-31,1.482298e-26,6.186100e-21,3.592414e-26,1.704937e-02,1.281697e-30,3.206739e-30,4.752211e-26,4.543448e-31,3.184721e-27,1.271187e-33,1.241023e-37,1.980769e-28,1.000000e-60,1.000000e-60,1.000000e-60,1.396232e-02,4.270673e-32,1.035753e-25,3.703621e-21,3.428155e-05,1.131752e-07,4.220139e-06,3.847172e-18,3.632585e-12,8.067420e-16,1.316887e-18,1.945909e-26,3.168037e-18,2.671374e-16,3.177815e-16,4.941985e-14,5.705682e-23,1.077025e-34,3.646270e-18,7.138529e-15,2.902092e-35,1.000000e-60,1.000000e-60,1.000000e-60
5.300685e-02,6.858131e+02,1.587851e-01,7.607345e-01,1.551621e-22,5.426687e-08,1.978593e-01,4.543469e-12,1.144815e-06,1.637592e-08,3.918587e-08,3.506801e-07,8.527737e-32,4.417162e-06,1.023054e-30,6.599746e-19,1.133422e-33,6.542027e-27,1.431806e-20,4.865062e-26,2.273242e-02,3.076371e-30,3.371680e-30,5.762473e-26,6.459852e-31,2.852573e-27,4.111903e-33,5.982028e-37,2.917462e-28,1.000000e-60,1.000000e-60,1.000000e-60,1.861629e-02,1.289209e-31,1.381029e-25,1.408819e-20,4.585388e-05,1.509002e-07,5.404319e-06,1.357492e-17,5.447350e-12,1.019242e-15,1.353568e-17,2.387198e-25,1.214874e-17,3.561932e-16,4.237095e-16,6.601196e-14,2.394183e-23,6.835098e-33,4.861714e-18,9.926266e-15,1.266828e-34,1.000000e-60,1.000000e-60,1.000000e-60
6.625857e-02,7.770257e+02,2.253698e-01,7.591387e-01,1.939361e-22,1.141801e-07,1.891035e-01,1.749529e-11,1.921224e-06,2.104422e-08,8.497715e-08,3.946747e-07,2.050966e-32,5.601105e-06,2.995226e-30,3.043134e-18,8.696660e-32,4.977076e-27,3.293070e-20,6.267471e-26,2.841540e-02,3.698420e-30,2.939106e-29,6.272709e-26,4.091569e-32,1.907390e-27,1.079820e-32,9.818448e-37,4.180055e-28,1.000000e-60,1.000000e-60,1.000000e-60,2.327011e-02,1.036466e-31,1.726382e-25,8.000581e-20,5.755842e-05,1.886240e-07,6.385785e-06,4.313195e-17,9.168548e-12,1.177832e-15,9.090117e-17,1.713681e-24,3.648244e-17,4.452937e-16,5.296418e-16,8.283145e-14,1.192438e-23,1.000000e-60,6.077236e-18,1.312050e-14,3.364100e-34,1.000000e-60,1.000000e-60,1.000000e-60
7.951028e-02,8.654539e+02,2.983178e-01,7.575429e-01,2.327100e-22,2.170940e-07,1.803475e-01,5.735023e-11,3.208947e-06,2.660671e-08,1.628026e-07,4.210411e-07,9.287841e-34,6.855934e-06,2.186092e-30,1.165943e-17,2.028878e-31,5.771641e-27,7.549169e-20,7.942307e-26,3.409827e-02,1.804068e-29,5.355035e-29,6.511946e-26,4.875788e-30,9.115937e-28,1.449878e-32,5.021269e-37,5.950136e-28,1.000000e-60,1.000000e-60,1.000000e-60,2.792366e-02,1.648337e-32,2.071977e-25,5.952991e-19,6.945508e-05,2.263414e-07,7.072715e-06,1.279395e-16,1.659973e-11,1.327592e-15,4.525477e-16,8.929125e-24,9.062832e-17,5.345578e-16,6.355942e-16,1.001194e-13,8.376209e-24,1.000000e-60,7.293033e-18,1.682484e-14,6.870875e-34,1.817344e-38,1.000000e-60,1.000000e-60
9.276888e-02,9.513319e+02,3.754758e-01,7.559462e-01,2.715040e-22,3.854595e-07,1.715867e-01,1.629674e-10,5.421024e-06,3.402661e-08,2.738646e-07,4.180335e-07,6.811691e-32,8.224036e-06,3.872082e-29,3.836039e-17,5.232460e-33,3.312851e-27,1.698531e-19,1.018823e-25,3.978392e-02,7.678034e-29,1.277394e-28,6.244186e-26,6.758016e-32,4.715410e-28,7.354486e-32,1.250403e-36,8.445628e-28,1.000000e-60,1.000000e-60,1.000000e-60,3.257912e-02,2.209378e-31,2.418476e-25,4.145422e-18,8.162058e-05,2.640528e-07,7.357299e-06,3.434561e-16,2.963645e-11,1.546642e-15,1.778177e-15,3.804413e-23,1.919727e-16,6.243563e-16,7.416788e-16,1.182846e-13,7.081668e-24,7.983363e-33,8.510290e-18,2.117470e-14,7.494593e-34,7.390658e-38,1.000000e-60,1.000000e-60
1.062313e-01,1.036177e+03,4.582816e-01,7.543250e-01,2.968799e-22,6.612915e-07,1.626907e-01,4.128533e-10,9.311528e-06,4.540581e-08,4.058143e-07,3.678230e-07,3.349746e-32,9.802985e-06,2.770377e-28,1.129629e-16,9.753719e-31,1.069323e-26,3.757471e-19,1.374413e-25,4.555668e-02,4.336896e-28,2.773203e-28,8.610782e-26,1.000000e-60,3.880460e-28,9.197973e-31,9.844942e-36,1.223226e-27,1.626297e-35,1.000000e-60,1.000000e-60,3.730526e-02,1.112410e-30,2.772404e-25,2.535198e-17,9.429792e-05,3.022620e-07,7.148239e-06,8.448447e-16,4.975425e-11,1.926562e-15,5.850331e-15,1.433874e-22,3.602590e-16,7.168418e-16,8.496507e-16,1.382441e-13,6.625094e-24,7.330711e-33,9.748468e-18,2.653945e-14,1.909040e-33,1.497578e-37,1.000000e-60,1.000000e-60
1.200807e-01,1.121274e+03,5.455633e-01,7.526572e-01,3.229928e-22,1.119870e-06,1.535379e-01,9.633347e-10,1.614722e-05,6.511616e-08,5.327391e-07,2.704449e-07,5.265188e-31,1.176789e-05,1.587203e-27,3.108118e-16,9.454564e-30,3.838371e-26,8.462017e-19,2.035389e-25,5.149483e-02,2.202119e-27,6.325232e-28,1.567671e-25,1.051454e-32,3.942970e-28,6.638601e-30,6.348595e-36,1.890911e-27,4.774893e-35,1.000000e-60,1.000000e-60,4.216571e-02,8.510546e-32,3.141946e-25,1.399662e-16,1.076788e-04,3.413393e-07,6.413293e-06,2.011699e-15,7.729832e-11,2.594000e-15,1.696296e-14,4.970114e-22,6.214106e-16,8.153184e-16,9.614775e-16,1.613514e-13,6.659466e-24,1.380035e-32,1.102765e-17,3.372570e-14,1.479407e-33,1.229985e-36,1.000000e-60,1.000000e-60
