Z,T,chi,N2,AR,O,O2,H,OH,H2,HO2,H2O2,CH,CO,CH2,HCO,CH2(S),CH3,CH2O,CH4,CO2,CH2OH,CH3O,CH3OH,C2H,C2H2,HCCO,C2H3,CH2CO,C2H4,C2H5,C2H6,H2O,C,HCCOH,N,NO,N2O,NO2,NH,HNO,NH2,NNH,CN,NCO,HCN,HOCN,HNCO,H2CN,HCNN,HCNO,NH3,CH2CHO,CH3CHO,C3H8,C3H7
0.000000e+00,2.940000e+02,0.000000e+00,7.671179e-01,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
1.517807e-02,4.096646e+02,2.651902e-01,7.652920e-01,1.000000e-60,7.289721e-08,2.228878e-01,2.895820e-12,6.714755e-07,2.892015e-07,2.404088e-07,4.672135e-07,6.843530e-32,5.500687e-05,4.845959e-28,6.516541e-18,2.969497e-29,1.172534e-23,1.426945e-16,2.608149e-21,6.424798e-03,1.961528e-27,2.244399e-24,2.433593e-21,1.000000e-60,3.193541e-23,5.835771e-27,7.921004e-34,1.836987e-21,2.575262e-27,1.446317e-34,1.352984e-32,5.327637e-03,5.750576e-35,4.052191e-22,1.611087e-18,7.973872e-06,6.097555e-08,2.956039e-06,1.519148e-16,5.861351e-11,4.517602e-15,3.034023e-19,2.544744e-24,1.430857e-15,7.412752e-12,2.154817e-13,1.155238e-11,9.823636e-17,3.161685e-32,9.353292e-15,4.350761e-14,8.026897e-28,2.058551e-28,4.327099e-47,8.956808e-47
2.963988e-02,5.171144e+02,8.226340e-01,7.635523e-01,1.000000e-60,2.533339e-07,2.133649e-01,3.424822e-11,1.691133e-06,5.651971e-07,7.486767e-07,8.433652e-07,7.604738e-33,1.076287e-04,6.229385e-27,1.380934e-16,4.777920e-28,7.891178e-23,3.347059e-16,5.097728e-21,1.254608e-02,2.809542e-26,1.566390e-23,4.790162e-21,1.000000e-60,6.243138e-23,4.099857e-26,2.989070e-32,3.655526e-21,5.047185e-27,1.811723e-33,2.715949e-32,1.040362e-02,2.147510e-34,7.913318e-22,1.363695e-17,1.584495e-05,1.190736e-07,5.353255e-06,2.466635e-15,1.300642e-10,9.755587e-15,2.069015e-17,4.767359e-22,1.079821e-14,1.447573e-11,4.207950e-13,2.256185e-11,1.754189e-16,5.929497e-32,1.826524e-14,8.549397e-14,1.187652e-26,4.857798e-28,8.533159e-47,1.532703e-46
4.278368e-02,6.120949e+02,1.501770e+00,7.619712e-01,1.000000e-60,5.919499e-07,2.047096e-01,1.796166e-10,3.149168e-06,8.176380e-07,1.531116e-06,1.147088e-06,6.861782e-34,1.557586e-04,3.198567e-26,9.712424e-16,2.675895e-27,2.549794e-22,5.935258e-16,7.375655e-21,1.810900e-02,2.551713e-25,4.652465e-23,6.915665e-21,4.346660e-31,9.040244e-23,1.409961e-25,2.925329e-31,5.432858e-21,7.340383e-27,8.992695e-33,4.036435e-32,1.501662e-02,1.319129e-31,1.142336e-21,5.402554e-17,2.330162e-05,1.718768e-07,7.067505e-06,1.253867e-14,2.122743e-10,1.563998e-14,2.990308e-16,1.096662e-20,3.858447e-14,2.089527e-11,6.073998e-13,3.257643e-11,1.983665e-16,8.116186e-35,2.636534e-14,1.247023e-13,6.395175e-26,8.372851e-28,1.256329e-46,1.747371e-46
5.456037e-02,6.948679e+02,2.216748e+00,7.605545e-01,1.000000e-60,1.143152e-06,1.969542e-01,6.389588e-10,5.181141e-06,1.047303e-06,2.547827e-06,1.394472e-06,8.299895e-33,1.992631e-04,1.038660e-25,4.165824e-15,8.116158e-27,5.026579e-22,9.420630e-16,9.448532e-21,2.309272e-02,1.472030e-24,8.948545e-23,8.757257e-21,5.669967e-30,1.160605e-22,3.589417e-25,1.490760e-30,7.201739e-21,9.481815e-27,2.857640e-32,5.337704e-32,1.914933e-02,1.955029e-32,1.457064e-21,1.537451e-16,3.028089e-05,2.191875e-07,8.146259e-06,3.759580e-14,3.094388e-10,2.212620e-14,2.025753e-15,9.252546e-20,9.261480e-14,2.664807e-11,7.746107e-13,4.156805e-11,1.627682e-16,1.655100e-31,3.362434e-14,1.613864e-13,2.143406e-25,1.264213e-27,1.652134e-46,1.551250e-46
6.533027e-02,7.685936e+02,2.940753e+00,7.592590e-01,1.000000e-60,1.991399e-06,1.898612e-01,1.828487e-09,8.031026e-06,1.263444e-06,3.758347e-06,1.599833e-06,6.542193e-31,2.395133e-04,3.690340e-25,1.368057e-14,1.808304e-26,7.621310e-22,1.417807e-15,1.139941e-20,2.764965e-02,6.311726e-24,1.367681e-22,1.040672e-20,1.336388e-30,1.406417e-22,7.893288e-25,5.358540e-30,9.052822e-21,1.158131e-26,7.176545e-32,6.703418e-32,2.292808e-02,6.017468e-33,1.745426e-21,3.751211e-16,3.694652e-05,2.624521e-07,8.698832e-06,8.638478e-14,4.329119e-10,2.941004e-14,9.077326e-15,4.616061e-19,1.774014e-13,3.191169e-11,9.275752e-13,4.982326e-11,1.128776e-16,5.688778e-32,4.026655e-14,1.969799e-13,5.421129e-25,1.786267e-27,2.065153e-46,1.029443e-46
7.544842e-02,8.361630e+02,3.669364e+00,7.580418e-01,1.000000e-60,3.273169e-06,1.831968e-01,4.555049e-09,1.209244e-05,1.476445e-06,5.115011e-06,1.769834e-06,8.080773e-30,2.779116e-04,1.826225e-24,3.808574e-14,3.747386e-26,1.061632e-21,2.073776e-15,1.332255e-20,3.192989e-02,2.239237e-23,1.908882e-22,1.202416e-20,6.266643e-30,1.656408e-22,1.614248e-24,1.574829e-29,1.110471e-20,1.377515e-26,1.574939e-31,8.246569e-32,2.647727e-02,7.990755e-31,2.017502e-21,8.456772e-16,4.347531e-05,3.030942e-07,8.809251e-06,1.704485e-13,5.951324e-10,3.788831e-14,3.163092e-14,1.709532e-18,2.965662e-13,3.686286e-11,1.071414e-12,5.762920e-11,8.119265e-17,6.855058e-31,4.651560e-14,2.330308e-13,1.105831e-24,2.432808e-27,2.527956e-46,5.581516e-47
8.518520e-02,8.996934e+02,4.410463e+00,7.568705e-01,1.000000e-60,5.199627e-06,1.767826e-01,1.026013e-08,1.797081e-05,1.697248e-06,6.547659e-06,1.902953e-06,8.707072e-29,3.156268e-04,9.416427e-24,9.436317e-14,8.660420e-26,1.486403e-21,2.976658e-15,1.531963e-20,3.604760e-02,6.946167e-23,2.611069e-22,1.381020e-20,2.400148e-29,1.928253e-22,3.197970e-24,4.062957e-29,1.351541e-20,1.623554e-26,3.152600e-31,1.010544e-31,2.989145e-02,1.294141e-29,2.281750e-21,1.820820e-15,5.000445e-05,3.421922e-07,8.537612e-06,3.043654e-13,8.060439e-10,4.817585e-14,9.287368e-14,5.284441e-18,4.545241e-13,4.164025e-11,1.210156e-12,6.521618e-11,6.657906e-17,5.864315e-30,5.254782e-14,2.710827e-13,1.846907e-24,3.236575e-27,3.085762e-46,3.127639e-47
9.474261e-02,9.607132e+02,5.166872e+00,7.557208e-01,1.000000e-60,8.082161e-06,1.704852e-01,2.133246e-08,2.657156e-05,1.939197e-06,7.959751e-06,1.989390e-06,7.967847e-28,3.536900e-04,4.260818e-23,2.136142e-13,2.497346e-25,2.156511e-21,4.200036e-15,1.751933e-20,4.008782e-02,1.935922e-22,3.572361e-22,1.603313e-20,8.104622e-29,2.245693e-22,6.297458e-24,9.530679e-29,1.651871e-20,1.921443e-26,5.856874e-31,1.245467e-31,3.324099e-02,1.552850e-28,2.546093e-21,3.808673e-15,5.663020e-05,3.805411e-07,7.938368e-06,5.060304e-13,1.071062e-09,6.118418e-14,2.401304e-13,1.454958e-17,6.576671e-13,4.635545e-11,1.347102e-12,7.277502e-11,6.039273e-17,4.449760e-29,5.850664e-14,3.128725e-13,2.558748e-24,4.233822e-27,3.808312e-46,1.920900e-47
1.042430e-01,1.020156e+03,5.941334e+00,7.545780e-01,1.000000e-60,1.234334e-05,1.642235e-01,4.146469e-08,3.916790e-05,2.219963e-06,9.236224e-06,2.011355e-06,6.006081e-27,3.929975e-04,1.659230e-22,4.487742e-13,8.639014e-25,3.289260e-21,5.808170e-15,2.010304e-20,4.410164e-02,4.908567e-22,4.883312e-22,1.908581e-20,2.522829e-28,2.642762e-22,1.253307e-23,2.079370e-28,2.047735e-20,2.311238e-26,1.018366e-30,1.550568e-31,3.656804e-02,1.475975e-27,2.818802e-21,7.822679e-15,6.338879e-05,4.185974e-07,7.078384e-06,7.984013e-13,1.389041e-09,7.820554e-14,5.611679e-13,3.694490e-17,9.145947e-13,5.109275e-11,1.484884e-12,8.045562e-11,5.801856e-17,2.820009e-28,6.450249e-14,3.604732e-13,3.059074e-24,5.482499e-27,4.810977e-46,1.401257e-47
1.137388e-01,1.078444e+03,6.733874e+00,7.534357e-01,1.000000e-60,1.850270e-05,1.579623e-01,7.603734e-08,5.741586e-05,2.564502e-06,1.027116e-05,1.948471e-06,3.805586e-26,4.344017e-04,5.647250e-22,8.843032e-13,3.139783e-24,5.334554e-21,7.842716e-15,2.335017e-20,4.811018e-02,1.140274e-21,6.637461e-22,2.355795e-20,7.422267e-28,3.170896e-22,2.546842e-23,4.311634e-28,2.597878e-20,2.860694e-26,1.671461e-30,1.951522e-31,3.988988e-02,1.160133e-26,3.110732e-21,1.591831e-14,7.025533e-05,4.565028e-07,6.048200e-06,1.215686e-12,1.751807e-09,1.010508e-13,1.205554e-12,8.799719e-17,1.235972e-12,5.592262e-11,1.625935e-12,8.838444e-11,5.772613e-17,1.522374e-27,7.062834e-14,4.165653e-13,3.372564e-24,7.113743e-27,6.296616e-46,1.287341e-47
1.232589e-01,1.135783e+03,7.544030e+00,7.522905e-01,1.000000e-60,2.716461e-05,1.516821e-01,1.327045e-07,8.336761e-05,3.009884e-06,1.100146e-05,1.790486e-06,2.075744e-25,4.789788e-04,1.715371e-21,1.650489e-12,1.094804e-23,9.220311e-21,1.034316e-14,2.772290e-20,5.212413e-02,2.451396e-21,8.970189e-22,3.032254e-20,2.098852e-27,3.913661e-22,5.322037e-23,8.684810e-28,3.403404e-20,3.692118e-26,2.628602e-30,2.486638e-31,4.321520e-02,7.762753e-26,3.439972e-21,3.242459e-14,7.717963e-05,4.942473e-07,4.953658e-06,1.818364e-12,2.147349e-09,1.323880e-13,2.414237e-12,1.984578e-16,1.635514e-12,6.093861e-11,1.773569e-12,9.671818e-11,5.893308e-17,7.137462e-27,7.700236e-14,4.850503e-13,3.669195e-24,9.420307e-27,8.647251e-46,1.525639e-47
1.328758e-01,1.192592e+03,8.375853e+00,7.511336e-01,1.000000e-60,3.907817e-05,1.453345e-01,2.227938e-07,1.196631e-04,3.614155e-06,1.141728e-05,1.551445e-06,1.005778e-24,5.284936e-04,4.767852e-21,2.953454e-12,3.567948e-23,1.684392e-20,1.342558e-14,3.403760e-20,5.617188e-02,4.969205e-21,1.215036e-21,4.068867e-20,5.815541e-27,5.022383e-22,1.153162e-22,1.738805e-27,4.653661e-20,5.046125e-26,4.058550e-30,3.232973e-31,4.656746e-02,4.555305e-25,3.840514e-21,6.697480e-14,8.414566e-05,5.318984e-07,3.891947e-06,2.722119e-12,2.565485e-09,1.765959e-13,4.575214e-12,4.282500e-16,2.133985e-12,6.631707e-11,1.933621e-12,1.057335e-10,6.153692e-17,2.986527e-26,8.383531e-14,5.723337e-13,4.135635e-24,1.302048e-26,1.265099e-45,2.321588e-47
