Z,T,chi,N2,AR,O,O2,H,OH,H2,HO2,H2O2,CH,CO,CH2,HCO,CH2(S),CH3,CH2O,CH4,CO2,CH2OH,CH3O,CH3OH,C2H,C2H2,HCCO,C2H3,CH2CO,C2H4,C2H5,C2H6,H2O,C,HCCOH,N,NO,N2O,NO2,NH,HNO,NH2,NNH,CN,NCO,HCN,HOCN,HNCO,H2CN,HCNN,HCNO,NH3,CH2CHO,CH3CHO,C3H8,C3H7
0.000000e+00,2.940000e+02,0.000000e+00,7.671179e-01,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
1.781066e-02,2.939368e+02,2.618859e+01,7.649808e-01,1.000000e-60,4.821729e-30,2.322341e-01,1.000000e-60,2.025530e-30,1.000000e-60,1.000000e-60,1.000000e-60,1.944013e-36,1.000000e-60,1.000000e-60,1.750745e-35,1.000000e-60,1.000000e-60,1.620247e-30,2.785053e-03,6.478503e-31,1.925796e-51,1.000000e-60,3.729818e-42,3.131627e-36,1.000000e-60,1.000000e-60,1.953063e-52,1.000000e-60,5.664854e-30,1.000000e-60,1.000000e-60,2.588888e-30,4.592521e-63,1.000000e-60,1.789803e-46,2.343650e-47,3.303304e-42,1.000000e-60,4.141116e-61,1.000152e-60,1.000000e-60,1.000000e-60,4.183660e-64,2.666247e-60,2.177556e-46,1.000000e-60,2.099172e-59,1.604952e-58,1.685001e-37,4.087198e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,3.229220e-38
3.129722e-02,2.938893e+02,6.763674e+01,7.633626e-01,1.000000e-60,8.481776e-30,2.317435e-01,1.000000e-60,3.624771e-30,1.000000e-60,1.000000e-60,1.000000e-60,7.626761e-35,1.000000e-60,1.210546e-34,9.933349e-34,7.578240e-36,1.000000e-60,2.853959e-30,4.893946e-03,1.162616e-30,5.811561e-51,1.000000e-60,6.535514e-42,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,9.954661e-30,1.000000e-60,1.000000e-60,4.531986e-30,1.000000e-60,1.000000e-60,3.162299e-46,3.911693e-47,5.510685e-42,1.000000e-60,2.793545e-61,1.000199e-60,1.000000e-60,1.000000e-60,7.974274e-67,2.704579e-60,3.831943e-46,1.000000e-60,3.611912e-59,2.788630e-58,4.577554e-35,6.423394e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,5.460305e-38
4.130508e-02,2.938541e+02,1.064207e+02,7.621618e-01,1.000000e-60,1.115411e-29,2.313794e-01,1.000000e-60,4.875870e-30,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,3.777396e-30,6.458875e-03,1.572748e-30,9.500944e-51,1.000000e-60,8.604701e-42,4.774738e-36,1.000000e-60,1.000000e-60,1.157321e-50,1.000000e-60,1.313528e-29,1.000000e-60,1.000000e-60,5.969537e-30,1.000000e-60,1.000000e-60,4.180762e-46,4.996981e-47,7.037748e-42,1.000000e-60,2.238954e-61,1.000224e-60,1.000000e-60,1.000000e-60,3.440669e-66,2.737637e-60,5.044828e-46,1.000000e-60,4.728853e-59,3.650629e-58,1.000000e-60,8.155373e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,7.242829e-38
4.974138e-02,2.938246e+02,1.436655e+02,7.611495e-01,1.000000e-60,1.344976e-29,2.310724e-01,1.547353e-34,5.951168e-30,1.000000e-60,1.000000e-60,1.000000e-60,1.341239e-35,1.000000e-60,1.000000e-60,6.602461e-34,1.000000e-60,1.000000e-60,4.557202e-30,7.778060e-03,1.923361e-30,1.313914e-50,1.000000e-60,1.034071e-41,1.117936e-34,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.581970e-29,1.000000e-60,1.000000e-60,7.168149e-30,2.380207e-58,1.000000e-60,5.040791e-46,5.868487e-47,8.263585e-42,1.000000e-60,1.920568e-61,1.000242e-60,1.000000e-60,1.917340e-42,4.253303e-71,2.763447e-60,6.069000e-46,1.000000e-60,5.665190e-59,4.365474e-58,1.586797e-35,9.617942e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,8.500801e-38
5.722623e-02,2.937985e+02,1.794567e+02,7.602514e-01,1.000000e-60,1.548900e-29,2.308001e-01,1.000000e-60,6.930047e-30,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,5.251274e-30,8.948465e-03,2.242270e-30,1.687167e-50,1.000000e-60,1.187446e-41,9.347831e-35,1.000000e-60,1.000000e-60,6.921613e-51,1.000000e-60,1.820145e-29,1.000000e-60,1.000000e-60,8.223494e-30,6.185328e-59,1.000000e-60,5.805131e-46,6.612148e-47,9.308456e-42,1.000000e-60,1.710234e-61,1.000256e-60,1.000000e-60,1.000000e-60,1.764414e-69,2.786816e-60,6.972966e-46,1.000000e-60,6.492460e-59,4.989744e-58,1.000000e-60,1.092006e-59,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,9.421671e-38
6.406277e-02,2.937747e+02,2.141146e+02,7.594311e-01,1.000000e-60,1.737187e-29,2.305514e-01,1.000000e-60,7.845730e-30,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.728121e-33,1.000000e-60,1.508536e-34,1.000000e-60,5.886770e-30,1.001750e-02,2.539018e-30,2.081084e-50,1.000000e-60,1.327001e-41,1.000000e-60,1.000000e-60,1.000000e-60,3.918342e-52,1.000000e-60,2.037877e-29,1.000000e-60,1.000000e-60,9.180407e-30,1.000000e-60,1.000000e-60,6.500502e-46,7.269081e-47,1.023122e-41,1.000000e-60,1.560165e-61,1.000268e-60,1.000000e-60,1.000000e-60,1.183267e-67,2.807629e-60,7.828667e-46,1.000000e-60,7.247665e-59,5.551224e-58,1.000000e-60,1.210869e-59,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.020085e-37
7.041700e-02,2.937527e+02,2.479420e+02,7.586687e-01,1.000000e-60,1.913720e-29,2.303202e-01,3.537961e-33,8.697628e-30,1.000000e-60,1.000000e-60,1.000000e-60,5.494306e-35,1.000000e-60,1.000000e-60,4.114395e-33,1.000000e-60,1.000000e-60,6.476636e-30,1.101111e-02,2.812008e-30,2.486874e-50,1.000000e-60,1.456186e-41,6.147652e-34,1.000000e-60,1.000000e-60,2.467423e-50,1.000000e-60,2.240384e-29,1.000000e-60,1.000000e-60,1.005607e-29,1.000000e-60,1.000000e-60,7.144058e-46,7.861788e-47,1.106369e-41,1.000000e-60,1.447824e-61,1.000279e-60,1.000000e-60,2.725389e-41,2.167303e-65,2.835613e-60,8.666466e-46,1.000000e-60,7.951299e-59,6.064504e-58,1.258594e-34,1.320752e-59,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.107612e-37
7.639136e-02,2.937320e+02,2.805311e+02,7.579518e-01,1.000000e-60,2.079060e-29,2.301028e-01,1.000000e-60,9.511130e-30,1.000000e-60,1.000000e-60,1.000000e-60,3.043663e-34,1.000000e-60,1.000000e-60,3.224864e-33,1.000000e-60,1.000000e-60,7.031897e-30,1.194532e-02,3.071015e-30,2.893751e-50,1.000000e-60,1.577264e-41,1.000000e-60,1.000000e-60,1.000000e-60,1.515792e-51,1.000000e-60,2.430680e-29,1.000000e-60,1.000000e-60,1.087131e-29,1.000000e-60,1.000000e-60,7.740018e-46,8.404189e-47,1.182531e-41,1.000000e-60,1.361027e-61,1.000288e-60,1.000000e-60,1.000000e-60,1.961177e-65,2.859971e-60,9.432620e-46,1.000000e-60,8.614313e-59,6.540352e-58,5.378164e-36,1.423677e-59,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.172536e-37
8.204763e-02,2.937124e+02,3.125273e+02,7.572732e-01,1.000000e-60,2.231229e-29,2.298971e-01,1.000000e-60,1.030348e-29,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,5.708120e-34,1.000000e-60,1.476349e-34,1.000000e-60,7.559035e-30,1.282979e-02,3.321330e-30,3.308121e-50,1.000000e-60,1.691466e-41,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.610111e-29,1.000000e-60,1.000000e-60,1.163988e-29,1.000000e-60,1.000000e-60,8.309288e-46,8.905025e-47,1.252820e-41,1.000000e-60,1.292758e-61,1.000297e-60,1.000000e-60,1.000000e-60,9.570924e-66,2.881804e-60,1.015668e-45,1.000000e-60,9.241969e-59,6.983588e-58,1.000000e-60,1.521114e-59,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.232037e-37
8.744042e-02,2.936938e+02,3.443147e+02,7.566261e-01,1.000000e-60,2.380583e-29,2.297009e-01,1.000000e-60,1.106256e-29,1.000000e-60,1.000000e-60,1.000000e-60,1.010391e-33,1.000000e-60,1.563798e-33,1.428768e-32,1.486250e-34,1.000000e-60,8.061255e-30,1.367306e-02,3.558702e-30,3.727461e-50,1.000000e-60,1.799996e-41,4.342098e-35,1.000000e-60,1.000000e-60,2.425674e-50,1.000000e-60,2.781837e-29,1.000000e-60,1.000000e-60,1.236263e-29,1.000000e-60,1.000000e-60,8.857160e-46,9.371483e-47,1.318243e-41,1.000000e-60,1.238597e-61,1.000305e-60,1.000000e-60,1.042359e-41,1.244185e-65,2.905951e-60,1.089295e-45,1.000000e-60,9.840374e-59,7.399780e-58,8.277025e-34,1.614010e-59,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.298934e-37
