Z,T,chi,N2,AR,O,O2,H,OH,H2,HO2,H2O2,CH,CO,CH2,HCO,CH2(S),CH3,CH2O,CH4,CO2,CH2OH,CH3O,CH3OH,C2H,C2H2,HCCO,C2H3,CH2CO,C2H4,C2H5,C2H6,H2O,C,HCCOH,N,NO,N2O,NO2,NH,HNO,NH2,NNH,CN,NCO,HCN,HOCN,HNCO,H2CN,HCNN,HCNO,NH3,CH2CHO,CH3CHO,C3H8,C3H7
0.000000e+00,2.940000e+02,0.000000e+00,7.671179e-01,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
4.575157e-03,2.939837e+02,1.619290e+00,7.665689e-01,1.000000e-60,2.211476e-28,2.327157e-01,1.179795e-33,1.000000e-60,1.000000e-60,1.556147e-19,1.000000e-60,1.000000e-60,4.117217e-28,5.886591e-34,1.000000e-60,2.952194e-35,4.678949e-18,1.000000e-60,7.154173e-04,1.084685e-29,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.576386e-28,1.000000e-60,1.000000e-60,1.000000e-60,1.259891e-62,1.000000e-60,5.162918e-45,6.730069e-32,2.380087e-40,1.000000e-60,3.914590e-61,1.000000e-60,1.000000e-60,5.875086e-42,3.436788e-64,1.000000e-60,1.000000e-60,1.000000e-60,4.057577e-54,1.560462e-52,1.000000e-60,7.586201e-55,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,8.304202e-22
9.141592e-03,2.939675e+02,5.498097e+00,7.660210e-01,1.000000e-60,4.441520e-28,2.325495e-01,6.241657e-33,1.000000e-60,1.000000e-60,3.393696e-19,1.000000e-60,3.052829e-34,8.293441e-28,1.072502e-33,5.701642e-33,6.783845e-35,9.333578e-18,1.000000e-60,1.429471e-03,2.149010e-29,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,3.179577e-28,1.000000e-60,1.000000e-60,1.000000e-60,8.361476e-62,1.000000e-60,1.044871e-44,1.343613e-31,4.538594e-40,1.000000e-60,2.429056e-61,1.000000e-60,1.000000e-60,3.896665e-41,4.032147e-67,1.000000e-60,1.000000e-60,1.000000e-60,8.107584e-54,3.112884e-52,3.977483e-34,1.515793e-54,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.657019e-21
1.367895e-02,2.939514e+02,1.111890e+01,7.654766e-01,1.000000e-60,6.643338e-28,2.323845e-01,6.611123e-35,1.000000e-60,1.000000e-60,5.394725e-19,1.000000e-60,3.422139e-33,1.244524e-27,1.000000e-60,7.951946e-32,1.000000e-60,1.394066e-17,1.000000e-60,2.138977e-03,3.196859e-29,1.000000e-60,1.000000e-60,1.000000e-60,5.524464e-37,1.000000e-60,1.340255e-56,1.000000e-60,1.000000e-60,4.791484e-28,1.000000e-60,1.000000e-60,1.000000e-60,6.189796e-60,1.000000e-60,1.566834e-44,2.008541e-31,6.557119e-40,1.000000e-60,1.765070e-61,1.000000e-60,1.000000e-60,1.000000e-60,8.116590e-69,1.000000e-60,1.000000e-60,1.000000e-60,1.213161e-53,4.649460e-52,5.033995e-33,2.268268e-54,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.475713e-21
1.818430e-02,2.939355e+02,1.811946e+01,7.649360e-01,1.000000e-60,8.813119e-28,2.322205e-01,1.000000e-60,1.000000e-60,1.000000e-60,7.512404e-19,1.000000e-60,1.000000e-60,1.656484e-27,1.931288e-32,1.000000e-60,9.652950e-34,1.849573e-17,1.000000e-60,2.843479e-03,4.311758e-29,1.000000e-60,1.000000e-60,1.000000e-60,1.577446e-34,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,6.406579e-28,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.089843e-44,2.667161e-31,8.469452e-40,1.000000e-60,1.387378e-61,1.000000e-60,1.000000e-60,2.138515e-40,1.237952e-62,1.000000e-60,1.000000e-60,1.000000e-60,1.613133e-53,6.168696e-52,1.000000e-60,3.015663e-54,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,3.285725e-21
2.263065e-02,2.939198e+02,2.617556e+01,7.644025e-01,1.000000e-60,1.096455e-27,2.320588e-01,1.000000e-60,1.000000e-60,1.000000e-60,9.707046e-19,1.000000e-60,1.473413e-33,2.063181e-27,5.591918e-32,4.908546e-32,3.391514e-33,2.297053e-17,1.000000e-60,3.538755e-03,5.361128e-29,1.000000e-60,1.000000e-60,1.000000e-60,6.293930e-33,1.000000e-60,6.659735e-56,1.000000e-60,1.000000e-60,8.013561e-28,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.593300e-44,3.315371e-31,1.028436e-39,1.000000e-60,1.144440e-61,1.000000e-60,1.000000e-60,1.000000e-60,1.237952e-62,1.000000e-60,1.000000e-60,1.000000e-60,2.007548e-53,7.661137e-52,5.693596e-33,3.752303e-54,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,4.082030e-21
2.697268e-02,2.939045e+02,3.521972e+01,7.638815e-01,1.000000e-60,1.309848e-27,2.319008e-01,1.282477e-31,1.000000e-60,1.000000e-60,1.193608e-18,1.000000e-60,8.130068e-33,2.455772e-27,1.000000e-60,1.973988e-31,1.000000e-60,2.731922e-17,1.000000e-60,4.217718e-03,6.288149e-29,1.000000e-60,1.000000e-60,1.000000e-60,4.447932e-33,1.000000e-60,1.000000e-60,9.236644e-46,1.000000e-60,9.595360e-28,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,3.087594e-44,3.946481e-31,1.199610e-39,1.000000e-60,9.766978e-62,1.000000e-60,1.000000e-60,4.557694e-40,3.328905e-66,1.000000e-60,1.000000e-60,1.000000e-60,2.392011e-53,9.111513e-52,1.000000e-60,4.471344e-54,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,4.856453e-21
3.124329e-02,2.938895e+02,4.496830e+01,7.633691e-01,1.000000e-60,1.513838e-27,2.317454e-01,1.798669e-31,1.000000e-60,1.000000e-60,1.420067e-18,1.000000e-60,1.000000e-60,2.831929e-27,2.326290e-32,1.000000e-60,2.607327e-33,3.157494e-17,1.000000e-60,4.885513e-03,7.272048e-29,1.000000e-60,1.000000e-60,1.000000e-60,1.680218e-35,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.115733e-27,1.000000e-60,1.000000e-60,1.000000e-60,3.337145e-63,1.000000e-60,3.573235e-44,4.565235e-31,1.362774e-39,1.000000e-60,8.532645e-62,1.000000e-60,1.000000e-60,1.000000e-60,1.237952e-62,1.000000e-60,1.000000e-60,1.000000e-60,2.770726e-53,1.053088e-51,1.000000e-60,5.177412e-54,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,5.614873e-21
3.546455e-02,2.938746e+02,5.540597e+01,7.628626e-01,1.000000e-60,1.719661e-27,2.315918e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.650163e-18,1.000000e-60,1.850745e-33,3.209065e-27,1.000000e-60,3.073342e-32,1.000000e-60,3.575965e-17,1.000000e-60,5.545592e-03,8.222406e-29,1.000000e-60,1.000000e-60,1.000000e-60,2.072905e-33,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.271248e-27,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,4.078538e-44,5.174776e-31,1.519455e-39,1.000000e-60,7.583492e-62,1.000000e-60,1.000000e-60,1.000000e-60,1.237952e-62,1.000000e-60,1.000000e-60,1.000000e-60,3.144071e-53,1.192656e-51,1.000000e-60,5.874987e-54,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,6.361181e-21
3.962097e-02,2.938600e+02,6.642985e+01,7.623638e-01,1.000000e-60,1.921625e-27,2.314406e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.882173e-18,1.000000e-60,1.169191e-32,3.580983e-27,1.000000e-60,4.032669e-31,1.000000e-60,3.985796e-17,1.000000e-60,6.195532e-03,9.230056e-29,1.000000e-60,1.000000e-60,1.000000e-60,2.950734e-32,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.425115e-27,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,4.562365e-44,5.772821e-31,1.669587e-39,1.000000e-60,6.834493e-62,1.000000e-60,1.000000e-60,3.572121e-40,1.237952e-62,1.000000e-60,1.000000e-60,1.000000e-60,3.511742e-53,1.329336e-51,3.284713e-32,6.562676e-54,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,7.092619e-21
