Z,T,chi,N2,AR,O,O2,H,OH,H2,HO2,H2O2,CH,CO,CH2,HCO,CH2(S),CH3,CH2O,CH4,CO2,CH2OH,CH3O,CH3OH,C2H,C2H2,HCCO,C2H3,CH2CO,C2H4,C2H5,C2H6,H2O,C,HCCOH,N,NO,N2O,NO2,NH,HNO,NH2,NNH,CN,NCO,HCN,HOCN,HNCO,H2CN,HCNN,HCNO,NH3,CH2CHO,CH3CHO,C3H8,C3H7
0.000000e+00,2.940000e+02,0.000000e+00,7.671179e-01,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
2.140337e-02,4.570189e+02,2.384950e-02,7.645391e-01,3.480856e-23,2.371609e-09,2.187386e-01,2.182475e-14,1.759643e-07,3.324944e-09,1.388096e-09,1.434361e-07,1.663551e-33,8.621057e-07,2.297659e-33,7.406854e-22,5.073018e-34,2.120658e-29,2.494514e-22,1.077460e-27,9.180457e-03,7.161508e-34,1.000000e-60,1.000000e-60,2.008525e-35,1.000000e-60,1.000000e-60,1.000000e-60,4.574976e-32,1.000000e-60,1.000000e-60,1.000000e-60,7.517161e-03,2.249998e-35,1.357976e-29,9.375033e-23,2.133313e-05,4.909005e-08,2.149404e-06,1.087888e-19,9.611127e-13,3.233860e-16,5.504945e-21,2.213948e-29,9.601288e-20,4.004311e-17,9.255745e-17,1.642831e-14,8.348276e-24,5.586918e-34,1.774467e-19,2.738750e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
4.081106e-02,5.993808e+02,6.960658e-02,7.622007e-01,6.637154e-23,1.426748e-08,2.059138e-01,4.520018e-13,5.132441e-07,6.384597e-09,7.367345e-09,2.309617e-07,6.915837e-35,1.662199e-06,1.666758e-31,2.631510e-20,3.978149e-33,4.875765e-29,9.800273e-22,2.070747e-27,1.750489e-02,1.657598e-31,2.248798e-32,4.131147e-29,3.893818e-32,1.000000e-60,1.000000e-60,1.000000e-60,1.015265e-31,1.000000e-60,1.000000e-60,1.000000e-60,1.433334e-02,2.909877e-35,2.589340e-29,8.307042e-22,4.077111e-05,9.360289e-08,3.954325e-06,1.154078e-18,1.887291e-12,5.903201e-16,6.701743e-19,5.094952e-27,1.397612e-18,7.635280e-17,1.764848e-16,3.135380e-14,6.623196e-24,1.000000e-60,3.383482e-19,5.434538e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
5.779440e-02,7.191074e+02,1.214525e-01,7.601545e-01,9.399176e-23,4.545351e-08,1.946910e-01,3.389401e-12,1.053795e-06,9.250334e-09,2.446167e-08,2.867314e-07,3.918923e-33,2.392207e-06,1.000000e-60,2.608328e-19,1.000000e-60,1.359663e-30,3.033643e-21,3.004999e-27,2.478941e-02,6.939083e-31,9.706966e-32,7.396133e-29,1.659377e-32,1.000000e-60,1.000000e-60,1.000000e-60,1.849123e-31,1.000000e-60,1.000000e-60,1.000000e-60,2.029794e-02,4.576393e-32,3.666959e-29,7.411194e-21,5.790787e-05,1.325551e-07,5.339204e-06,5.556278e-18,3.436484e-12,7.323542e-16,1.259267e-17,1.083616e-25,7.463687e-18,1.081318e-16,2.499287e-16,4.454079e-14,2.181588e-24,4.576959e-34,4.791523e-19,8.196671e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
7.319708e-02,8.236761e+02,1.751934e-01,7.582987e-01,1.190413e-22,1.050580e-07,1.845126e-01,1.569211e-11,1.941120e-06,1.230760e-08,6.106562e-08,3.205621e-07,1.053582e-33,3.097154e-06,1.259284e-31,1.471428e-18,6.470049e-34,1.148612e-29,8.567577e-21,4.013005e-27,3.139588e-02,7.704879e-31,1.080250e-30,1.425384e-28,1.475585e-31,1.000000e-60,1.000000e-60,1.000000e-60,3.323722e-31,1.000000e-60,1.000000e-60,1.000000e-60,2.570719e-02,1.195263e-32,4.644658e-29,1.084080e-19,7.362288e-05,1.678788e-07,6.329645e-06,2.168848e-17,7.053469e-12,8.078276e-16,1.029029e-16,9.062963e-25,2.514818e-17,1.369828e-16,3.165412e-16,5.680169e-14,1.262239e-24,5.033307e-35,6.068626e-19,1.115997e-14,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
8.784997e-02,9.197794e+02,2.310939e-01,7.565333e-01,1.428715e-22,2.041060e-07,1.748294e-01,5.441335e-11,3.485938e-06,1.620244e-08,1.233145e-07,3.278242e-07,1.202521e-33,3.832623e-06,1.099629e-30,6.044810e-18,1.000000e-60,6.886383e-29,2.300585e-20,5.321527e-27,3.768066e-02,3.952354e-30,7.213006e-30,3.797334e-28,9.786096e-34,1.000000e-60,1.000000e-60,1.000000e-60,6.372904e-31,1.000000e-60,1.000000e-60,1.000000e-60,3.085276e-02,4.453993e-32,5.576297e-29,1.195584e-18,8.881739e-05,2.014656e-07,6.897044e-06,7.226631e-17,1.435171e-11,9.093392e-16,5.312328e-16,4.978893e-24,6.481709e-17,1.645376e-16,3.799324e-16,6.906257e-14,1.000202e-24,1.000000e-60,7.283962e-19,1.446570e-14,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
1.021928e-01,1.010998e+03,2.885180e-01,7.548052e-01,1.661975e-22,3.626880e-07,1.653508e-01,1.537729e-10,6.234873e-06,2.209922e-08,2.076867e-07,2.924837e-07,1.132365e-32,4.658515e-06,6.777816e-30,2.019454e-17,1.788738e-31,1.233627e-27,5.940505e-20,7.342377e-27,4.383228e-02,2.460985e-29,2.014132e-29,5.308174e-27,1.000000e-60,1.000000e-60,4.140061e-34,1.000000e-60,1.229762e-30,1.199330e-37,1.000000e-60,1.000000e-60,3.588878e-02,1.000000e-60,6.495220e-29,9.502993e-18,1.040142e-04,2.342781e-07,6.955913e-06,2.078251e-16,2.676125e-11,1.104646e-15,2.026913e-15,2.177839e-23,1.383178e-16,1.918237e-16,4.420644e-16,8.214525e-14,9.069453e-25,1.000000e-60,8.474772e-19,1.833279e-14,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
1.164734e-01,1.099379e+03,3.485010e-01,7.530846e-01,1.894222e-22,6.193570e-07,1.559126e-01,3.774486e-10,1.106307e-05,3.230856e-08,2.979183e-07,2.123484e-07,1.000000e-60,5.665843e-06,4.588971e-29,5.949554e-17,3.212428e-31,1.946176e-27,1.530929e-19,1.089496e-26,4.995690e-02,1.699866e-28,5.088857e-29,8.602036e-27,2.732260e-31,1.000000e-60,4.600777e-32,1.000000e-60,2.596549e-30,8.317863e-37,1.000000e-60,1.000000e-60,4.090181e-02,1.000000e-60,7.419022e-29,6.003282e-17,1.195102e-04,2.667624e-07,6.454704e-06,5.465628e-16,4.469517e-11,1.454076e-15,6.308437e-15,8.208498e-23,2.582197e-16,2.198095e-16,5.041855e-16,9.701488e-14,8.906545e-25,1.000000e-60,9.663441e-19,2.320974e-14,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
1.308742e-01,1.186268e+03,4.102492e-01,7.513495e-01,2.128425e-22,1.041283e-06,1.463936e-01,8.527007e-10,1.929811e-05,5.138976e-08,3.726809e-07,1.326633e-07,1.584117e-32,7.019038e-06,2.302768e-28,1.651775e-16,1.860259e-30,5.888608e-27,4.201419e-19,1.841377e-26,5.613259e-02,1.047802e-27,1.442374e-28,1.596360e-26,2.660766e-31,2.893214e-29,1.229897e-30,1.000000e-60,2.648136e-29,2.490744e-36,1.000000e-60,1.000000e-60,4.595521e-02,4.494803e-32,8.381589e-29,3.259352e-16,1.354517e-04,2.990504e-07,5.466313e-06,1.428597e-15,6.739189e-11,2.064633e-15,1.730352e-14,2.781058e-22,4.432320e-16,2.500361e-16,5.675272e-16,1.150566e-13,9.426633e-25,1.147873e-33,1.086904e-18,3.005627e-14,2.030745e-36,4.309235e-39,1.000000e-60,1.000000e-60
1.456057e-01,1.272963e+03,4.743650e-01,7.495745e-01,2.367950e-22,1.750575e-06,1.366539e-01,1.867634e-09,3.304908e-05,8.854454e-08,4.222481e-07,8.741144e-08,1.990345e-31,9.043473e-06,9.910965e-28,4.564551e-16,9.329177e-30,1.795054e-26,1.287988e-18,3.602460e-26,6.244903e-02,6.569789e-27,4.856921e-28,3.199245e-26,3.853453e-32,4.810887e-29,7.693460e-30,2.348212e-36,9.318700e-29,6.529354e-36,2.215233e-39,1.701961e-37,5.112162e-02,6.448686e-32,9.383797e-29,1.623576e-15,1.519214e-04,3.309965e-07,4.206510e-06,3.984253e-15,9.471258e-11,3.206929e-15,4.460947e-14,8.830272e-22,7.329174e-16,2.857331e-16,6.340619e-16,1.386325e-13,1.093487e-24,5.423356e-33,1.211739e-18,4.107361e-14,9.739833e-36,1.445890e-38,1.000000e-60,1.000000e-60
