Z,T,chi,N2,AR,O,O2,H,OH,H2,HO2,H2O2,CH,CO,CH2,HCO,CH2(S),CH3,CH2O,CH4,CO2,CH2OH,CH3O,CH3OH,C2H,C2H2,HCCO,C2H3,CH2CO,C2H4,C2H5,C2H6,H2O,C,HCCOH,N,NO,N2O,NO2,NH,HNO,NH2,NNH,CN,NCO,HCN,HOCN,HNCO,H2CN,HCNN,HCNO,NH3,CH2CHO,CH3CHO,C3H8,C3H7
0.000000e+00,2.940000e+02,0.000000e+00,7.671179e-01,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
1.087481e-02,3.701203e+02,3.092516e+00,7.658122e-01,1.000000e-60,2.593540e-06,2.261244e-01,2.355598e-10,3.178800e-06,6.548572e-06,6.176830e-06,2.009457e-06,1.042753e-22,6.663121e-04,1.189109e-15,2.000058e-14,4.009754e-17,3.355925e-12,5.713109e-10,1.073652e-08,3.618159e-03,1.019469e-15,8.807411e-12,3.320410e-10,5.377776e-25,2.333915e-11,5.558377e-15,2.835723e-18,4.238397e-10,3.183290e-11,7.846643e-16,7.622741e-14,3.756493e-03,2.064103e-29,6.193361e-13,9.082884e-14,1.343033e-06,1.660219e-08,4.253233e-07,1.444549e-13,2.055544e-10,1.265498e-12,9.901889e-18,8.307489e-21,3.698688e-11,3.265942e-08,3.349800e-11,6.223123e-09,2.965873e-11,8.749554e-23,7.449327e-11,2.953440e-11,3.422487e-14,1.631416e-12,2.582106e-18,1.504335e-20
2.151639e-02,4.433511e+02,9.998209e+00,7.645346e-01,1.000000e-60,6.473183e-06,2.195087e-01,2.120476e-09,8.010891e-06,1.295795e-05,1.405851e-05,3.760706e-06,6.866910e-21,1.318872e-03,8.227764e-15,1.883327e-13,3.806130e-16,1.278768e-11,1.166826e-09,2.124530e-08,7.157871e-03,5.300677e-15,2.312693e-11,6.546314e-10,1.086332e-22,4.623366e-11,3.743330e-14,3.717601e-17,8.430173e-10,6.324540e-11,3.780822e-15,1.511190e-13,7.431092e-03,1.087640e-26,1.225490e-12,2.254820e-13,2.723880e-06,3.284701e-08,7.392817e-07,8.904363e-13,4.682737e-10,3.056514e-12,4.236066e-16,1.025419e-18,8.630789e-11,6.461878e-08,6.627765e-11,1.231291e-08,5.832352e-11,3.647845e-21,1.473896e-10,5.850170e-11,3.282603e-13,3.405218e-12,5.121378e-18,4.317173e-20
3.171338e-02,5.122179e+02,1.913907e+01,7.633104e-01,1.000000e-60,1.199384e-05,2.131658e-01,9.900450e-09,1.482521e-05,1.910363e-05,2.348304e-05,5.256801e-06,1.262894e-19,1.944984e-03,3.110532e-14,9.761155e-13,1.717998e-15,3.240580e-11,1.787902e-09,3.132326e-08,1.054842e-02,1.622452e-14,4.085542e-11,9.581163e-10,3.870374e-21,6.831735e-11,1.275096e-13,2.119395e-16,1.252995e-09,9.380926e-11,1.174830e-14,2.235159e-13,1.095051e-02,8.792233e-25,1.806750e-12,4.433586e-13,4.109682e-06,4.841181e-08,9.439487e-07,2.897535e-12,7.952565e-10,5.529160e-12,5.613379e-15,2.462931e-17,1.503725e-10,9.524437e-08,9.768880e-11,1.814879e-08,8.469754e-11,4.521268e-20,2.172470e-10,8.639028e-11,1.281548e-12,5.307612e-12,7.580454e-18,8.765411e-20
4.143516e-02,5.765747e+02,2.963558e+01,7.621432e-01,1.000000e-60,1.956384e-05,2.071147e-01,3.428087e-08,2.400559e-05,2.497204e-05,3.411945e-05,6.524864e-06,1.283218e-18,2.543024e-03,8.866038e-14,3.768168e-12,5.430186e-15,6.619593e-11,2.442670e-09,4.095037e-08,1.377922e-02,3.994107e-14,6.004023e-11,1.238317e-09,5.394494e-20,8.966522e-11,3.220883e-13,8.085250e-16,1.656897e-09,1.236704e-10,2.858965e-14,2.936116e-13,1.430390e-02,2.989633e-23,2.362149e-12,8.157529e-13,5.487863e-06,6.324988e-08,1.051594e-06,7.060723e-12,1.189501e-09,8.877305e-12,4.068075e-14,2.481197e-16,2.316787e-10,1.244462e-07,1.276410e-10,2.371395e-08,1.076034e-10,3.281593e-19,2.838757e-10,1.131950e-10,3.292105e-12,7.349501e-12,9.968865e-18,1.507793e-19
5.079567e-02,6.372545e+02,4.118074e+01,7.610193e-01,1.000000e-60,2.979127e-05,2.012845e-01,9.810161e-08,3.613240e-05,3.063875e-05,4.548873e-05,7.599336e-06,9.060160e-18,3.120284e-03,2.136340e-13,1.195382e-11,1.396584e-14,1.184076e-10,3.148814e-09,5.025581e-08,1.688770e-02,8.730267e-14,7.858232e-11,1.495528e-09,4.280803e-19,1.107393e-10,6.920400e-13,2.441874e-15,2.064875e-09,1.534899e-10,5.837056e-14,3.626438e-13,1.753019e-02,5.923894e-22,2.899870e-12,1.468849e-12,6.865582e-06,7.753498e-08,1.077259e-06,1.458234e-11,1.651324e-09,1.339976e-11,2.021240e-13,1.492400e-15,3.338677e-10,1.525703e-07,1.564979e-10,2.907484e-08,1.257948e-10,1.732997e-18,3.481106e-10,1.393288e-10,6.605456e-12,9.575665e-12,1.233638e-17,2.345605e-19
5.986517e-02,6.947808e+02,5.330510e+01,7.599305e-01,1.000000e-60,4.343761e-05,1.956317e-01,2.401685e-07,5.185789e-05,3.615452e-05,5.679491e-05,8.497796e-06,4.862861e-17,3.681441e-03,4.582762e-13,3.219772e-11,3.134579e-14,1.934866e-10,3.923442e-09,5.933410e-08,1.989663e-02,1.762901e-13,9.413189e-11,1.728874e-09,2.339498e-18,1.320118e-10,1.344298e-12,6.299847e-15,2.487196e-09,1.839233e-10,1.032789e-13,4.313388e-13,2.065312e-02,7.706074e-21,3.427320e-12,2.609821e-12,8.243160e-06,9.137388e-08,1.036499e-06,2.695913e-11,2.169212e-09,1.947824e-11,7.591042e-13,6.394220e-15,4.608180e-10,1.798335e-07,1.845104e-10,3.427362e-08,1.376659e-10,7.219234e-18,4.105587e-10,1.651161e-10,1.117561e-11,1.203233e-11,1.472968e-17,3.391522e-19
6.863009e-02,7.491424e+02,6.595635e+01,7.588781e-01,1.000000e-60,6.130900e-05,1.901651e-01,5.123273e-07,7.171800e-05,4.151945e-05,6.703220e-05,9.222757e-06,2.074605e-16,4.226064e-03,8.973590e-13,7.492254e-11,6.353256e-14,2.955694e-10,4.778431e-09,6.820657e-08,2.280089e-02,3.339916e-13,1.047346e-10,1.935647e-09,9.739356e-18,1.538955e-10,2.429183e-12,1.439822e-14,2.932381e-09,2.155060e-10,1.619708e-13,4.992185e-13,2.366747e-02,6.992046e-20,3.949744e-12,4.548240e-12,9.606569e-06,1.047448e-07,9.477386e-07,4.581397e-11,2.715597e-09,2.751516e-11,2.273315e-12,2.141310e-14,6.157317e-10,2.062044e-07,2.117151e-10,3.930547e-08,1.419432e-10,2.467835e-17,4.713688e-10,1.906780e-10,1.663353e-11,1.475302e-11,1.718332e-17,4.606747e-19
7.708186e-02,8.003810e+02,7.882534e+01,7.578634e-01,1.000000e-60,8.423692e-05,1.848904e-01,9.712784e-07,9.610856e-05,4.673553e-05,7.537431e-05,9.775992e-06,7.296872e-16,4.754042e-03,1.630613e-12,1.536266e-10,1.187734e-13,4.287124e-10,5.725385e-09,7.690981e-08,2.559696e-02,5.987636e-13,1.098071e-10,2.114328e-09,3.299426e-17,1.769540e-10,4.151408e-12,2.987990e-14,3.410500e-09,2.489321e-10,2.304079e-13,5.649884e-13,2.656969e-02,4.673467e-19,4.476044e-12,7.710561e-12,1.094126e-05,1.176324e-07,8.313295e-07,7.275440e-11,3.256052e-09,3.790012e-11,5.667235e-12,5.949729e-14,8.016706e-10,2.316693e-07,2.382313e-10,4.416969e-08,1.387264e-10,7.147616e-17,5.308738e-10,2.161704e-10,2.246125e-11,1.777707e-11,1.974385e-17,5.916852e-19
8.527497e-02,8.489226e+02,9.180282e+01,7.568797e-01,1.000000e-60,1.132302e-04,1.797736e-01,1.675428e-06,1.254960e-04,5.184373e-05,8.141519e-05,1.016204e-05,2.202239e-15,5.269245e-03,2.794844e-12,2.844794e-10,2.087178e-13,5.984536e-10,6.784196e-09,8.555880e-08,2.830214e-02,1.025282e-12,1.101871e-10,2.265852e-09,9.594680e-17,2.021151e-10,6.802848e-12,5.766070e-14,3.936988e-09,2.853480e-10,3.044975e-13,6.271646e-13,2.937791e-02,2.448927e-18,5.023369e-12,1.268411e-11,1.224390e-05,1.301160e-07,7.048436e-07,1.095634e-10,3.762295e-09,5.106307e-11,1.225339e-11,1.437588e-13,1.023338e-09,2.564097e-07,2.644679e-10,4.890361e-08,1.295386e-10,1.816027e-16,5.900289e-10,2.419661e-10,2.823381e-11,2.118032e-11,2.249538e-17,7.252774e-19
