Z,T,chi,N2,AR,O,O2,H,OH,H2,HO2,H2O2,CH,CO,CH2,HCO,CH2(S),CH3,CH2O,CH4,CO2,CH2OH,CH3O,CH3OH,C2H,C2H2,HCCO,C2H3,CH2CO,C2H4,C2H5,C2H6,H2O,C,HCCOH,N,NO,N2O,NO2,NH,HNO,NH2,NNH,CN,NCO,HCN,HOCN,HNCO,H2CN,HCNN,HCNO,NH3,CH2CHO,CH3CHO,C3H8,C3H7
0.000000e+00,2.940000e+02,0.000000e+00,7.671179e-01,1.000000e-60,1.000000e-60,2.328821e-01,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
1.114088e-02,3.795301e+02,1.552172e-03,7.657707e-01,1.736861e-26,2.245377e-11,2.255145e-01,2.948800e-17,1.740240e-08,1.499723e-10,1.146971e-11,2.532811e-08,1.000000e-60,3.375129e-08,2.685599e-36,4.158582e-26,3.629333e-37,4.007152e-32,6.087569e-26,2.166092e-31,4.779263e-03,5.807296e-34,1.000000e-60,1.000000e-60,3.706663e-35,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,3.912912e-03,1.011625e-37,8.009469e-31,1.085862e-25,2.170265e-05,1.203164e-08,8.286788e-07,7.560618e-22,2.367596e-14,5.078258e-17,1.567215e-24,1.839028e-33,9.304271e-23,8.359333e-19,1.393245e-17,5.811392e-16,8.105733e-27,1.000000e-60,2.299318e-21,5.135431e-16,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
2.212049e-02,4.623287e+02,5.037112e-03,7.644431e-01,3.448580e-26,1.203320e-10,2.182535e-01,3.935616e-16,4.762689e-08,2.981697e-10,4.242694e-11,4.613032e-08,3.633622e-37,6.733062e-08,1.000000e-60,1.038662e-24,5.716527e-35,3.938878e-30,1.797118e-25,4.307612e-31,9.489343e-03,5.470867e-34,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,7.769178e-03,1.000000e-60,1.590300e-30,5.564608e-25,4.309826e-05,2.388912e-08,1.634442e-06,3.398158e-21,4.703566e-14,9.766989e-17,1.082693e-22,2.974330e-31,9.487200e-22,1.659766e-18,2.766321e-17,1.154060e-15,1.384887e-26,9.426568e-36,4.565353e-21,1.033186e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
3.278739e-02,5.411626e+02,9.720266e-03,7.631532e-01,5.111549e-26,4.333860e-10,2.111993e-01,2.629055e-15,9.385431e-08,4.437202e-10,1.199082e-10,6.329297e-08,1.138448e-35,1.004914e-07,1.000000e-60,9.696529e-24,1.000000e-60,1.000000e-60,4.295599e-25,6.413916e-31,1.406528e-02,1.938482e-33,1.000000e-60,1.000000e-60,9.488150e-34,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.151561e-02,1.000000e-60,2.357174e-30,1.611475e-24,6.389479e-05,3.540890e-08,2.401511e-06,8.612822e-21,6.506288e-14,1.310856e-16,2.127780e-21,8.308143e-30,4.885385e-21,2.460138e-18,4.100292e-17,1.711464e-15,1.142189e-26,1.101037e-35,6.766849e-21,1.566850e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
4.311160e-02,6.158197e+02,1.520674e-02,7.619048e-01,6.721090e-26,1.266971e-09,2.043718e-01,1.300244e-14,1.612939e-07,5.887798e-10,3.069404e-10,7.777783e-08,1.000000e-60,1.333922e-07,1.511240e-33,5.999713e-23,1.000000e-60,1.000000e-60,9.662919e-25,8.521038e-31,1.849420e-02,1.735925e-33,1.000000e-60,1.000000e-60,1.772883e-35,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.514166e-02,9.416494e-36,3.099440e-30,1.116377e-23,8.403706e-05,4.655856e-08,3.122651e-06,1.704976e-20,9.608522e-14,1.439934e-16,2.237389e-20,9.317647e-29,1.755040e-20,3.234811e-18,5.391406e-17,2.253134e-15,5.167467e-27,1.000000e-60,8.897618e-21,2.125364e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
5.317526e-02,6.869561e+02,2.127755e-02,7.606879e-01,8.290013e-26,3.208514e-09,1.977165e-01,5.418976e-14,2.599490e-07,7.392496e-10,7.327982e-10,9.020799e-08,2.897334e-36,1.666154e-07,3.808111e-33,2.967525e-22,1.104470e-33,4.047518e-29,2.159371e-24,1.071904e-30,2.281135e-02,4.436512e-34,7.633705e-33,7.297623e-29,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.867620e-02,8.960974e-35,3.823211e-30,1.645849e-22,1.036898e-04,5.742680e-08,3.796769e-06,3.224338e-20,1.683077e-13,1.397456e-16,1.627257e-19,6.160882e-28,5.099909e-20,3.990007e-18,6.649937e-17,2.785885e-15,2.923957e-27,1.791298e-35,1.097462e-20,2.713498e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
6.305811e-02,7.552144e+02,2.786534e-02,7.594928e-01,9.830749e-26,7.152066e-09,1.911808e-01,1.973189e-13,4.078305e-07,9.048041e-10,1.643435e-09,1.005553e-07,3.548202e-35,2.008829e-07,1.000000e-60,1.247325e-21,1.625677e-35,7.304862e-31,4.933234e-24,1.310939e-30,2.705093e-02,6.204328e-33,8.243938e-34,7.567264e-30,3.947242e-33,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.214720e-02,1.502230e-34,4.534853e-30,1.824793e-21,1.230156e-04,6.809946e-08,4.418728e-06,6.848082e-20,3.285551e-13,1.299428e-16,9.095197e-19,2.938414e-27,1.296496e-19,4.731904e-18,7.885861e-17,3.318315e-15,2.286430e-27,3.194036e-36,1.301431e-20,3.326678e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
7.278911e-02,8.208927e+02,3.474498e-02,7.583162e-01,1.134781e-25,1.403143e-08,1.847455e-01,6.249755e-13,6.346581e-07,1.100940e-09,3.452169e-09,1.078233e-07,4.401770e-34,2.369773e-07,6.885973e-33,4.494048e-21,1.039973e-33,1.374227e-29,1.169366e-23,1.575627e-30,3.122537e-02,1.130449e-35,8.552821e-34,7.591589e-30,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.556483e-02,7.101614e-36,5.238760e-30,1.484683e-20,1.420813e-04,7.860663e-08,4.974564e-06,1.677884e-19,6.612507e-13,1.247045e-16,4.044976e-18,1.129159e-26,2.999258e-19,5.463197e-18,9.102808e-17,3.859338e-15,2.110028e-27,9.056998e-36,1.502269e-20,3.959689e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
8.237226e-02,8.841447e+02,4.191745e-02,7.571574e-01,1.284182e-25,2.450689e-08,1.784080e-01,1.712858e-12,9.856150e-07,1.354338e-09,6.740537e-09,1.096991e-07,1.051255e-35,2.759563e-07,2.201852e-32,1.393141e-20,1.554413e-35,4.427992e-31,2.891456e-23,1.877544e-30,3.533637e-02,2.912491e-32,6.351175e-34,5.243118e-30,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,2.893046e-02,2.080180e-33,5.941357e-30,9.368382e-20,1.609095e-04,8.894906e-08,5.442054e-06,4.363495e-19,1.303688e-12,1.278687e-16,1.459056e-17,3.722762e-26,6.421752e-19,6.185404e-18,1.030131e-16,4.421172e-15,2.099963e-27,1.588682e-37,1.700064e-20,4.615278e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
9.182910e-02,9.452605e+02,4.931174e-02,7.560138e-01,1.431614e-25,3.918219e-08,1.721539e-01,4.102164e-12,1.523487e-06,1.711952e-09,1.216599e-08,1.029179e-07,1.000000e-60,3.195198e-07,4.899999e-33,3.785674e-20,1.000000e-60,7.921410e-32,7.423896e-23,8.260138e-30,3.939318e-02,8.111954e-35,4.338402e-34,2.619464e-30,2.666150e-33,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60,3.225164e-02,6.817222e-35,6.692862e-30,4.764613e-19,1.795614e-04,9.914134e-08,5.793226e-06,1.123568e-18,2.453626e-12,1.395597e-16,4.383863e-17,1.092590e-25,1.279767e-18,6.902658e-18,1.148417e-16,5.023933e-15,2.152728e-27,2.731306e-35,1.895273e-20,5.306560e-15,1.000000e-60,1.000000e-60,1.000000e-60,1.000000e-60
